Object Reference,Alarm,Manual,Commissioned,Site,Device Name,Device,Name,Value,Status,Timed_Override_Active
//Benson House/214.BV309,,,,Benson House,FCU114,214,Calibrate Sensors,OFF,,
//Benson House/214.BV310,,,,Benson House,FCU114,214,Test Power Consumption,OFF,,
//Benson House/214.BV311,,,,Benson House,FCU114,214,Save to Flash Required,OFF,,
//Benson House/214.BV312,,,,Benson House,FCU114,214,Load from Flash Required,OFF,,
//Benson House/214.BV313,,,,Benson House,FCU114,214,Heating Valve Resync in Progress,OFF,,
//Benson House/214.BV314,,,,Benson House,FCU114,214,Cooling Valve Resync in Progress,OFF,,
//Benson House/214.BV316,,,,Benson House,FCU114,214,Recently Changed Status,OFF,,
//Benson House/214.BV317,,,,Benson House,FCU114,214,Heating Element Delay Active,OFF,,
//Benson House/214.BV318,,,,Benson House,FCU114,214,Fan Delay Active,OFF,,
//Benson House/214.BV319,,,,Benson House,FCU114,214,Test Outputs,OFF,,
//Benson House/214.BV323,,,,Benson House,FCU114,214,Heating Valve Drive in Progress,OFF,,
//Benson House/214.BV324,,,,Benson House,FCU114,214,Cooling Valve Drive in Progress,OFF,,
//Benson House/214.BV325,,,,Benson House,FCU114,214,Valve Setup Data Recalc Required,OFF,,
//Benson House/214.BV326,,,,Benson House,FCU114,214,Fan Setup Data Recalc Required,OFF,,
//Benson House/214.BV327,,,,Benson House,FCU114,214,Reset Run Time Alarm,OFF,,
//Benson House/214.BV328,,,,Benson House,FCU114,214,Clear Manual Overrides,OFF,,
//Benson House/214.BV329,,,,Benson House,FCU114,214,Allow Manual Overrides to Persist,OFF,,
//Benson House/214.BV330,,,,Benson House,FCU114,214,Reset Bias,OFF,,
//Benson House/214.BV331,,,,Benson House,FCU114,214,Recall Previous Output Bias at Startup,OFF,,
//Benson House/214.BV332,,,,Benson House,FCU114,214,Update Outputs,OFF,,
//Benson House/214.BV5,,,,Benson House,FCU114,214,Optimum Start,OFF,,
//Benson House/214.BV7,,,,Benson House,FCU114,214,Commissioning Mode,OFF,,
//Benson House/214.BV8,,,,Benson House,FCU114,214,Flushing Mode,OFF,,
//Benson House/214.BV9,,,,Benson House,FCU114,214,Full Heating Mode,OFF,,
//Benson House/214.CO1,,,,Benson House,FCU114,214,Primary Control Loop,50%,,
//Benson House/214.CO2,,,,Benson House,FCU114,214,Boost Control Loop,50%,,
//Benson House/214.CO3,,,,Benson House,FCU114,214,Supply Air Control Loop,50%,,
//Benson House/214.DEV214,,,1,Benson House,FCU114,214,FCU114,Operational,,
//Benson House/214.FIL1,,,,Benson House,FCU114,214,Database Transfer File,,,
//Benson House/214.MT1,,,,Benson House,FCU114,214,FCU114_Thermal Log,,reset,
//Benson House/214.MT1001,,,,Benson House,FCU114,214,FCU KPI MT,,,
//Benson House/214.MT2,,,,Benson House,FCU114,214,FCU114_Power Log,,reset,
//Benson House/214.MV1,,,,Benson House,FCU114,214,FCU114_Operating Mode,AUTO,,
//Benson House/214.MV201,,,,Benson House,FCU114,214,FCU Size,SIZE 550,,
//Benson House/214.MV202,,,,Benson House,FCU114,214,FCU Type,MATRIX BELIMO,,
//Benson House/214.MV203,,,,Benson House,FCU114,214,Heating Valve/Actuator Type,R215P-040,,
//Benson House/214.MV204,,,,Benson House,FCU114,214,Cooling Valve/Actuator Type,R215P-010,,
//Benson House/214.MV205,,,,Benson House,FCU114,214,Multi-Function Input Configuration,UNUSED,,
//Benson House/214.PG1,,,,Benson House,FCU114,214,Main / High Priority Calculations,Running,,
//Benson House/214.PG10,,,,Benson House,FCU114,214,EVO Fan Program,Waiting,,
//Benson House/214.PG11,,,,Benson House,FCU114,214,Status Light Program,Waiting,,
//Benson House/214.PG12,,,,Benson House,FCU114,214,BACstat Program,Waiting,,
//Benson House/214.PG13,,,,Benson House,FCU114,214,Heating Element Program,Waiting,,
//Benson House/214.PG14,,,,Benson House,FCU114,214,Additional Processes,Waiting,,
//Benson House/214.PG15,,,,Benson House,FCU114,214,Output Test,Waiting,,
//Benson House/214.PG16,,,,Benson House,FCU114,214,Medium Priority Calculations,Waiting,,
//Benson House/214.PG17,,,,Benson House,FCU114,214,Powerup Procedure,Waiting,reset,
//Benson House/214.PG18,,,,Benson House,FCU114,214,Alarm Calculations,Waiting,,
//Benson House/214.PG19,,,,Benson House,FCU114,214,Control Factor Calculations,Running,,
//Benson House/214.PG2,,,,Benson House,FCU114,214,Control Calculations,Waiting,,
//Benson House/214.PG21,,,,Benson House,FCU114,214,Occupancy Status Calculations,Waiting,,
//Benson House/214.PG22,,,,Benson House,FCU114,214,Sensor Calibration Program,Waiting,,
//Benson House/214.PG23,,,,Benson House,FCU114,214,ComTool Program,Waiting,,
//Benson House/214.PG24,,,,Benson House,FCU114,214,Job Specific Processes,Waiting,,
//Benson House/214.PG25,,,,Benson House,FCU114,214,Analytics,Waiting,,
//Benson House/214.PG26,,,,Benson House,FCU114,214,Init Names 1,Waiting,,
//Benson House/214.PG27,,,,Benson House,FCU114,214,Init Names 2,Waiting,,
//Benson House/214.PG3,,,,Benson House,FCU114,214,Status Calculations,Waiting,,
//Benson House/214.PG4,,,,Benson House,FCU114,214,Mode Calculations,Waiting,,
//Benson House/214.PG5,,,,Benson House,FCU114,214,Valve Setup Calculations,Waiting,,
//Benson House/214.PG6,,,,Benson House,FCU114,214,Fan Setup Calculations,Waiting,,
//Benson House/214.PG7,,,,Benson House,FCU114,214,Heating Valve Program,Running,,
//Benson House/214.PG8,,,,Benson House,FCU114,214,Cooling Valve Program,Running,,
//Benson House/214.PG9,,,,Benson House,FCU114,214,Matrix Fan Program,Waiting,,
//Benson House/214.TL1,,,,Benson House,FCU114,214,FCU Control Temperature Log,Trending,,
//Benson House/214.TL10,,,,Benson House,FCU114,214,FCU Run Status Log,Trending,,
//Benson House/214.TL1001,,,,Benson House,FCU114,214,Random Log,Trending,,
//Benson House/214.TL1002,,,,Benson House,FCU114,214,FCU Within Bounds Log,Trending,,
//Benson House/214.TL1003,,,,Benson House,FCU114,214,Cooling Valve Stuck Log,Trending,,
//Benson House/214.TL1004,,,,Benson House,FCU114,214,HeatingCoilTemp Log,Trending,,
//Benson House/214.TL1005,,,,Benson House,FCU114,214,CoolingCoilTemp Log,Trending,,
//Benson House/214.TL2,,,,Benson House,FCU114,214,FCU Supply Air Temperature Log,Trending,,
//Benson House/214.TL3,,,,Benson House,FCU114,214,FCU Heating Valve Position Log,Trending,,
//Benson House/214.TL4,,,,Benson House,FCU114,214,FCU Cooling Valve Position Log,Trending,,
//Benson House/214.TL5,,,,Benson House,FCU114,214,FCU Power Consumption Log,Trending,,
//Benson House/214.TL6,,,,Benson House,FCU114,214,FCU Fan Speed Percentage Log,Trending,,
//Benson House/214.TL7,,,,Benson House,FCU114,214,FCU Heating Element Log,Trending,,
//Benson House/214.TL8,,,,Benson House,FCU114,214,FCU Setpoint Log,Trending,,
//Benson House/214.TL9,,,,Benson House,FCU114,214,Mains Current Log,Trending,,
//Benson House/215.AI1,,,1,Benson House,FCU115,215,FCU115_Return Air Temperature Sensor,22.0 °C,private1,
//Benson House/215.AI101,,,1,Benson House,FCU115,215,FCU115_BACstat Temperature Sensor,23.2 °C,private1,
//Benson House/215.AI103,,,1,Benson House,FCU115,215,FCU115_BACstat Humidity Sensor,23.7 %RH,private1,
//Benson House/215.AI104,,,1,Benson House,FCU115,215,FCU115_BACstat CO2 Sensor,909.9 ppm,private1,
//Benson House/215.AI12,,,,Benson House,FCU115,215,FCU115_Light_Level,652.9 lx,private1|not-commissioned,
//Benson House/215.AI2,,,1,Benson House,FCU115,215,FCU115_Supply Air Temperature Sensor,19.4 °C,private1,
//Benson House/215.AI3,,,1,Benson House,FCU115,215,FCU115_Room Temperature Sensor,21.4 °C,private1,
//Benson House/215.AI4,,,1,Benson House,FCU115,215,Setpoint Potentiometer,3.0 k?,private1,
//Benson House/215.AI5,,,1,Benson House,FCU115,215,FCU115_LPHW Flow Temperature Sensor/Element Cutout,67.2 °C,private1,
//Benson House/215.AI6,,,1,Benson House,FCU115,215,FCU115_LPHW Return Temperature Sensor,22.3 °C,private1,
//Benson House/215.AI7,,,1,Benson House,FCU115,215,FCU115_CHW Flow Temperature Sensor,8.3 °C,private1,
//Benson House/215.AI8,,,1,Benson House,FCU115,215,FCU115_CHW Return Temperature Sensor,18.9 °C,private1,
//Benson House/215.AI9,,,1,Benson House,FCU115,215,Mains Current Transducer,2.1050 A,private1,
//Benson House/215.AO10,,,1,Benson House,FCU115,215,FCU115_Fan 4 Speed Signal,49%,,
//Benson House/215.AO7,,,1,Benson House,FCU115,215,FCU115_Fan 1 Speed Signal / EVO Fan Speed Signal,49%,,
//Benson House/215.AO8,,,1,Benson House,FCU115,215,FCU115_Fan 2 Speed Signal,49%,,
//Benson House/215.AO9,,,1,Benson House,FCU115,215,FCU115_Fan 3 Speed Signal,49%,,
//Benson House/215.AT1,,,,Benson House,FCU115,215,FCU Power Consumption Totaliser,12928.1 kWh,,
//Benson House/215.AT2,,,,Benson House,FCU115,215,FCU Power Consumption Totaliser (Daily),2.7 kWh,,
//Benson House/215.AT3,,,,Benson House,FCU115,215,FCU Power Consumption Totaliser (Weekly),27.6 kWh,,
//Benson House/215.AT4,,,,Benson House,FCU115,215,FCU Power Consumption Totaliser (Monthly),663.5 kWh,,
//Benson House/215.AV1,,,,Benson House,FCU115,215,FCU115_Control Temperature,21.4 °C,,
//Benson House/215.AV10,,,,Benson House,FCU115,215,FCU115_Fan 4 Current Air Volume,73.5 L/s,,
//Benson House/215.AV1001,,,,Benson House,FCU115,215,FCU Comfort KPI Score (Yesterday),97%,,
//Benson House/215.AV1002,,,,Benson House,FCU115,215,FCU Comfort KPI Score (Live),95%,,
//Benson House/215.AV1003,,,,Benson House,FCU115,215,Cooling Valve Unstick Position,75.00%,,
//Benson House/215.AV1004,,,,Benson House,FCU115,215,Heating Valve Unstick Position,55.00%,,
//Benson House/215.AV1005,,,,Benson House,FCU115,215,Random,0.0321,,
//Benson House/215.AV1006,,,,Benson House,FCU115,215,FCU Comfort KPI Score (Week),100.00%,,
//Benson House/215.AV1007,,,,Benson House,FCU115,215,Daily Heating Valve Travel Time,0.12 H,,
//Benson House/215.AV1008,,,,Benson House,FCU115,215,Daily Cooling Valve Travel Time,1.71 H,,
//Benson House/215.AV1009,,,,Benson House,FCU115,215,Valve Travel Time (Live),1.83 H,,
//Benson House/215.AV1010,,,,Benson House,FCU115,215,Valve Travel Time (Yesterday),3.44 H,,
//Benson House/215.AV1011,,,,Benson House,FCU115,215,Valve Travel Time (This Week),13.64 H,,
//Benson House/215.AV1012,,,,Benson House,FCU115,215,Valve Travel Time (Last Week),36.52 H,,
//Benson House/215.AV1013,,,,Benson House,FCU115,215,Valve Travel Time (This Month),1819.40 H,,
//Benson House/215.AV1014,,,,Benson House,FCU115,215,Valve Travel Time (Last Month),3629.42 H,,
//Benson House/215.AV1015,,,,Benson House,FCU115,215,FCU Comfort KPI Score (Month),100.00%,,
//Benson House/215.AV1016,,,,Benson House,FCU115,215,FCU Saturation KPI (Minutes to SP),19 min,,
//Benson House/215.AV1017,,,,Benson House,FCU115,215,FCU Saturation KPI (Yesterday),17.0 min,,
//Benson House/215.AV11,,,,Benson House,FCU115,215,FCU115_Operating Setpoint,21.0 °C,,
//Benson House/215.AV12,,,,Benson House,FCU115,215,FCU115_Master Setpoint,21.0 °C,,
//Benson House/215.AV13,,,,Benson House,FCU115,215,FCU115_Overall Fan Speed,70.00%,,
//Benson House/215.AV14,,,,Benson House,FCU115,215,Heating Element Output,-2.00%,,
//Benson House/215.AV15,,,,Benson House,FCU115,215,Room Relative Humidity,-2.0 %RH,,
//Benson House/215.AV16,,,,Benson House,FCU115,215,Room CO2 Level,-2.0 ppm,,
//Benson House/215.AV17,,,,Benson House,FCU115,215,FCU115_Specific Fan Power,1.5 W,,
//Benson House/215.AV18,,,,Benson House,FCU115,215,FCU115_Power Consumption,484.3 W,,
//Benson House/215.AV19,,,,Benson House,FCU115,215,FCU115_Current Thermal Output,-1.0 kW,,
//Benson House/215.AV2,,,,Benson House,FCU115,215,Supply Air Temperature,19.4 °C,,
//Benson House/215.AV20,,,,Benson House,FCU115,215,Master Alarm Code,0,,
//Benson House/215.AV201,,,,Benson House,FCU115,215,FCU115_Design Total Air Volume,420.0 L/s,,
//Benson House/215.AV202,,,,Benson House,FCU115,215,Fan Setback Factor,70.00%,,
//Benson House/215.AV203,,,,Benson House,FCU115,215,FCU115_Heating Valve Design Flow Rate,0.0950 L/s,,
//Benson House/215.AV204,,,,Benson House,FCU115,215,FCU115_Cooling Valve Design Flow Rate,0.0240 L/s,,
//Benson House/215.AV205,,,,Benson House,FCU115,215,EVO Fan Voltage for Design Airflow,-2.0 V,,
//Benson House/215.AV206,,,,Benson House,FCU115,215,Maximum Allowed Airflow Per Fan,150.0 L/s,,
//Benson House/215.AV207,,,,Benson House,FCU115,215,FCU115_Fan 1 Design Air Volume,105.0 L/s,,
//Benson House/215.AV208,,,,Benson House,FCU115,215,FCU115_Fan 2 Design Air Volume,105.0 L/s,,
//Benson House/215.AV209,,,,Benson House,FCU115,215,FCU115_Fan 3 Design Air Volume,105.0 L/s,,
//Benson House/215.AV210,,,,Benson House,FCU115,215,FCU115_Fan 4 Design Air Volume,105.0 L/s,,
//Benson House/215.AV211,,,,Benson House,FCU115,215,Fabric Protection Setpoint,12.0 °C,,
//Benson House/215.AV212,,,,Benson House,FCU115,215,PIR Activation Delay,0.5 min,,
//Benson House/215.AV213,,,,Benson House,FCU115,215,PIR Inactivation Delay,30.0 min,,
//Benson House/215.AV214,,,,Benson House,FCU115,215,Design Heating Duty,4.0 kW,,
//Benson House/215.AV215,,,,Benson House,FCU115,215,Design Cooling Duty,4.0 kW,,
//Benson House/215.AV216,,,,Benson House,FCU115,215,Minimum Allowed Airflow Per Fan,30.0 L/s,,
//Benson House/215.AV217,,,,Benson House,FCU115,215,FCU115_Fan 1 Setback Air Volume,73.5 L/s,,
//Benson House/215.AV218,,,,Benson House,FCU115,215,FCU115_Fan 2 Setback Air Volume,73.5 L/s,,
//Benson House/215.AV219,,,,Benson House,FCU115,215,FCU115_Fan 3 Setback Air Volume,73.5 L/s,,
//Benson House/215.AV220,,,,Benson House,FCU115,215,FCU115_Fan 4 Setback Air Volume,73.5 L/s,,
//Benson House/215.AV227,,,,Benson House,FCU115,215,Fan 1 Trim,100.00%,,
//Benson House/215.AV228,,,,Benson House,FCU115,215,Fan 2 Trim,100.00%,,
//Benson House/215.AV229,,,,Benson House,FCU115,215,Fan 3 Trim,100.00%,,
//Benson House/215.AV230,,,,Benson House,FCU115,215,Fan 4 Trim,100.00%,,
//Benson House/215.AV231,,,,Benson House,FCU115,215,Control Temperature Sensor Offset,0.0 °C,,
//Benson House/215.AV232,,,,Benson House,FCU115,215,Supply Air Temperature Sensor Offset,0.0 °C,,
//Benson House/215.AV233,,,,Benson House,FCU115,215,Heating Valve Trim,100.00%,,
//Benson House/215.AV234,,,,Benson House,FCU115,215,Cooling Valve Trim,100.00%,,
//Benson House/215.AV235,,,,Benson House,FCU115,215,Heating Branch Trim,100.00%,,
//Benson House/215.AV236,,,,Benson House,FCU115,215,Cooling Branch Trim,100.00%,,
//Benson House/215.AV246,,,,Benson House,FCU115,215,Supply Air High Limit,29.9 °C,,
//Benson House/215.AV248,,,,Benson House,FCU115,215,Supply Air Low Limit,14.2 °C,,
//Benson House/215.AV250,,,,Benson House,FCU115,215,Setpoint Pot Lower Limit,0.0 k?,,
//Benson House/215.AV251,,,,Benson House,FCU115,215,Setpoint Pot Upper Limit,6.0 k?,,
//Benson House/215.AV252,,,,Benson House,FCU115,215,Setpoint Adjustment Range,6.0 °C,,
//Benson House/215.AV253,,,,Benson House,FCU115,215,BACstat Timeout Period,60.0 min,,
//Benson House/215.AV254,,,,Benson House,FCU115,215,Maximum Valve Position During Boost,120.00%,,
//Benson House/215.AV255,,,,Benson House,FCU115,215,Maximum Fan Speed During Boost,100.00%,,
//Benson House/215.AV256,,,,Benson House,FCU115,215,Boost Mode Delay,30.0 min,,
//Benson House/215.AV261,,,,Benson House,FCU115,215,FCU115_Occupied Dead Band,0.5 °C,,
//Benson House/215.AV262,,,,Benson House,FCU115,215,FCU115_Unoccupied Dead Band,1.5 °C,,
//Benson House/215.AV263,,,,Benson House,FCU115,215,FCU115_Occupied Valve Proportional Band,1.0 °C,,
//Benson House/215.AV264,,,,Benson House,FCU115,215,FCU115_Unoccupied Valve Proportional Band,2.0 °C,,
//Benson House/215.AV265,,,,Benson House,FCU115,215,FCU115_Occupied Fan Proportional Band,1.0 °C,,
//Benson House/215.AV266,,,,Benson House,FCU115,215,FCU115_Unoccupied Fan Proportional Band,2.0 °C,,
//Benson House/215.AV267,,,,Benson House,FCU115,215,Boost Proportional Band,1.0 °C,,
//Benson House/215.AV3,,,,Benson House,FCU115,215,FCU115_Heating Valve Position,0%,,
//Benson House/215.AV301,,,,Benson House,FCU115,215,FCU115_Number of FCU Fans,4,,
//Benson House/215.AV302,,,,Benson House,FCU115,215,Filter Alarm Setpoint,1000.0 h,,
//Benson House/215.AV303,,,,Benson House,FCU115,215,Heating Valve Motor Time for Design Flow,55.4 s,,
//Benson House/215.AV304,,,,Benson House,FCU115,215,Cooling Valve Motor Time for Design Flow,26.6 s,,
//Benson House/215.AV305,,,,Benson House,FCU115,215,BACstat Keypress,0,,
//Benson House/215.AV306,,,,Benson House,FCU115,215,FCU115_Power Consumption kW,0.5 kW,,
//Benson House/215.AV308,,,,Benson House,FCU115,215,Controller MAC Address,15,,
//Benson House/215.AV309,,,,Benson House,FCU115,215,Master/Slave Poll Interval,60.0 s,,
//Benson House/215.AV310,,,,Benson House,FCU115,215,Auto-Save Interval,60 min,,
//Benson House/215.AV311,,,,Benson House,FCU115,215,Maximum Valve Drives Before Resync,200,,
//Benson House/215.AV312,,,,Benson House,FCU115,215,Control Loop Bias at Shutdown,50.00%,,
//Benson House/215.AV313,,,,Benson House,FCU115,215,Heating Valve Current Motor Time,0.0 s,,
//Benson House/215.AV314,,,,Benson House,FCU115,215,Cooling Valve Current Motor Time,9.0 s,,
//Benson House/215.AV316,,,,Benson House,FCU115,215,Filter Meter,5.50%,,
//Benson House/215.AV317,,,,Benson House,FCU115,215,Power Consumption at Design Air Volume,691.2 W,,
//Benson House/215.AV318,,,,Benson House,FCU115,215,Heating Control Boundary Value,25.00%,,
//Benson House/215.AV319,,,,Benson House,FCU115,215,Cooling Control Boundary Value,75.00%,,
//Benson House/215.AV320,,,,Benson House,FCU115,215,Primary Control Loop Integral Control Rate,0.3 %/m,,
//Benson House/215.AV333,,,,Benson House,FCU115,215,Heating Valve Flow Threshold,19.0 s,,
//Benson House/215.AV334,,,,Benson House,FCU115,215,Cooling Valve Flow Threshold,17.0 s,,
//Benson House/215.AV337,,,,Benson House,FCU115,215,Mains Voltage,230.0 V,,
//Benson House/215.AV338,,,,Benson House,FCU115,215,Mains Current Draw,2.1 A,,
//Benson House/215.AV339,,,,Benson House,FCU115,215,ComTool Keypress,0,,
//Benson House/215.AV340,,,,Benson House,FCU115,215,Heating Element High Limit,100.00%,,
//Benson House/215.AV343,,,,Benson House,FCU115,215,Heating Valve Motor Time for Full Stroke,90.0 s,,
//Benson House/215.AV344,,,,Benson House,FCU115,215,Cooling Valve Motor Time for Full Stroke,90.0 s,,
//Benson House/215.AV350,,,,Benson House,FCU115,215,Waterside Main Control Factor,0.00%,,
//Benson House/215.AV360,,,,Benson House,FCU115,215,Airside Main Control Factor,70.00%,,
//Benson House/215.AV373,,,,Benson House,FCU115,215,Heating Valve Motor Time for Boost Flow,62.7 s,,
//Benson House/215.AV374,,,,Benson House,FCU115,215,Cooling Valve Motor Time for Boost Flow,28.9 s,,
//Benson House/215.AV383,,,,Benson House,FCU115,215,Heating Valve Required Time,0.00 s,,
//Benson House/215.AV384,,,,Benson House,FCU115,215,Cooling Valve Required Time,0.00 s,,
//Benson House/215.AV4,,,,Benson House,FCU115,215,FCU115_Cooling Valve Position,0%,,
//Benson House/215.AV406,,,,Benson House,FCU115,215,FCU115_Standby Power Consumption,49.2 W,,
//Benson House/215.AV5,,,,Benson House,FCU115,215,FCU115_Current Total Air Volume,294.0 L/s,,
//Benson House/215.AV501,,,,Benson House,FCU115,215,FCU115_Power Consumption Total,12928.1 kWh,,
//Benson House/215.AV502,,,,Benson House,FCU115,215,FCU Power Consumption Today,2.7 kWh,,
//Benson House/215.AV503,,,,Benson House,FCU115,215,FCU Power Consumption This Week,24.9 kWh,,
//Benson House/215.AV504,,,,Benson House,FCU115,215,FCU Power Consumption This Month,660.8 kWh,,
//Benson House/215.AV512,,,,Benson House,FCU115,215,FCU Power Consumption Yesterday,6.2 kWh,,
//Benson House/215.AV513,,,,Benson House,FCU115,215,FCU Power Consumption Last Week,33.5 kWh,,
//Benson House/215.AV514,,,,Benson House,FCU115,215,FCU Power Consumption Last Month,1747.9 kWh,,
//Benson House/215.AV520,,,,Benson House,FCU115,215,FCU Power Consumption Last Mon,4650.2 kWh,,
//Benson House/215.AV521,,,,Benson House,FCU115,215,FCU Power Consumption Last Tue,4650.2 kWh,,
//Benson House/215.AV522,,,,Benson House,FCU115,215,FCU Power Consumption Last Wed,4650.2 kWh,,
//Benson House/215.AV523,,,,Benson House,FCU115,215,FCU Power Consumption Last Thu,4650.2 kWh,,
//Benson House/215.AV524,,,,Benson House,FCU115,215,FCU Power Consumption Last Fri,4650.2 kWh,,
//Benson House/215.AV525,,,,Benson House,FCU115,215,FCU Power Consumption Last Sat,4650.2 kWh,,
//Benson House/215.AV526,,,,Benson House,FCU115,215,FCU Power Consumption Last Sun,4650.2 kWh,,
//Benson House/215.AV6,,,,Benson House,FCU115,215,EVO Current Fan Voltage,-2.0 V,,
//Benson House/215.AV601,,,,Benson House,FCU115,215,Lighting Setpoint,920 lx,,
//Benson House/215.AV7,,,,Benson House,FCU115,215,FCU115_Fan 1 Current Air Volume,73.5 L/s,,
//Benson House/215.AV8,,,,Benson House,FCU115,215,FCU115_Fan 2 Current Air Volume,73.5 L/s,,
//Benson House/215.AV9,,,,Benson House,FCU115,215,FCU115_Fan 3 Current Air Volume,73.5 L/s,,
//Benson House/215.BI10,,,1,Benson House,FCU115,215,Multi-Function Input,ON,,
//Benson House/215.BI105,,,1,Benson House,FCU115,215,FCU115_BACstat PIR,OFF,fault,
//Benson House/215.BI11,,,1,Benson House,FCU115,215,Mode Switch,ON,,
//Benson House/215.BO1,,,1,Benson House,FCU115,215,FCU115_Heating Valve Open / Element Energise,OFF,private2,
//Benson House/215.BO2,,,1,Benson House,FCU115,215,FCU115_Heating Valve Close,OFF,private2,
//Benson House/215.BO3,,,1,Benson House,FCU115,215,FCU115_Cooling Valve Open,OFF,private2,
//Benson House/215.BO4,,,1,Benson House,FCU115,215,FCU115_Cooling Valve Close,ON,private2,
//Benson House/215.BO5,,,1,Benson House,FCU115,215,Standby Sentinal,OFF,polarity|private2,
//Benson House/215.BO6,,,1,Benson House,FCU115,215,Status Light,OFF,private2,
//Benson House/215.BT1,,,,Benson House,FCU115,215,FCU Run Timer,27125.70 Hours,,
//Benson House/215.BT1001,,,,Benson House,FCU115,215,FCU Daily Run Timer,5.03 Hours,,
//Benson House/215.BT1002,,,,Benson House,FCU115,215,FCU Within Bounds Daily Timer,4.76 Hours,,
//Benson House/215.BT1003,,,,Benson House,FCU115,215,FCU Weekly Run Timer,50.15 Hours,,
//Benson House/215.BT1004,,,,Benson House,FCU115,215,FCU Within Bounds Weekly Timer,50.15 Hours,,
//Benson House/215.BT1005,,,,Benson House,FCU115,215,FCU Within Bounds Monthly Timer,1136.73 Hours,,
//Benson House/215.BT1006,,,,Benson House,FCU115,215,Heating Valve Opening Daily Timer,0.05 Hours,,
//Benson House/215.BT1007,,,,Benson House,FCU115,215,Heating Valve Closing Daily Timer,0.06 Hours,,
//Benson House/215.BT1008,,,,Benson House,FCU115,215,Cooling Valve Opening Daily Timer,0.82 Hours,,
//Benson House/215.BT1009,,,,Benson House,FCU115,215,Cooling Valve Closing Daily Timer,0.89 Hours,,
//Benson House/215.BT1010,,,,Benson House,FCU115,215,FCU Monthly Run Timer,1136.73 Hours,,
//Benson House/215.BT1011,,,,Benson House,FCU115,215,Time to Heating Setpoint,0.063 Hours,,
//Benson House/215.BT1012,,,,Benson House,FCU115,215,Time to Cooling Setpoint,0.000 Hours,,
//Benson House/215.BV1,,,,Benson House,FCU115,215,FCU115_Run Status,RUN,,
//Benson House/215.BV10,,,,Benson House,FCU115,215,Full Cooling Mode,OFF,,
//Benson House/215.BV1001,,,,Benson House,FCU115,215,FCU Within Bounds,ON,,
//Benson House/215.BV1002,,,,Benson House,FCU115,215,Sticky Cooling Valve,OFF,,
//Benson House/215.BV1003,,,,Benson House,FCU115,215,Cooling Valve Stuck,OFF,,
//Benson House/215.BV1004,,,,Benson House,FCU115,215,Sticky Heating Valve,OFF,,
//Benson House/215.BV1005,,,,Benson House,FCU115,215,Heating Valve Stuck,OFF,,
//Benson House/215.BV1006,,,,Benson House,FCU115,215,Cooling Setpoint Timer Enable,OFF,,
//Benson House/215.BV1007,,,,Benson House,FCU115,215,Heating Setpoint Timer Enable,OFF,,
//Benson House/215.BV11,,,,Benson House,FCU115,215,Neutral Mode,OFF,,
//Benson House/215.BV12,,,,Benson House,FCU115,215,Boost Mode,OFF,,
//Benson House/215.BV13,,,,Benson House,FCU115,215,FCU115_BMS Run Signal,RUN,,
//Benson House/215.BV14,,,,Benson House,FCU115,215,FCU115_BMS Occupancy Signal,OCCUPIED,,
//Benson House/215.BV15,,,,Benson House,FCU115,215,BACstat Control Signal,OFF,,
//Benson House/215.BV16,,,,Benson House,FCU115,215,Fabric Protection Active,OFF,,
//Benson House/215.BV2,,,,Benson House,FCU115,215,FCU115_Occupancy Status,OCCUPIED,,
//Benson House/215.BV20,,,,Benson House,FCU115,215,Master Alarm,OFF,,
//Benson House/215.BV201,,,,Benson House,FCU115,215,Disable Variable Air Volume,OFF,,
//Benson House/215.BV202,,,,Benson House,FCU115,215,Optimum Start Enabled,OFF,,
//Benson House/215.BV203,,,,Benson House,FCU115,215,Integral Control Enabled,OFF,,
//Benson House/215.BV204,,,,Benson House,FCU115,215,BACstat Connected,OFF,,
//Benson House/215.BV205,,,,Benson House,FCU115,215,Room Stat Potentiometer Connected,ON,,
//Benson House/215.BV207,,,,Benson House,FCU115,215,Reset BACstat Setpoint on BMS Stop Signal,OFF,,
//Benson House/215.BV208,,,,Benson House,FCU115,215,Use PIR for Run Status,OFF,,
//Benson House/215.BV209,,,,Benson House,FCU115,215,Disable Boost Mode,ON,,
//Benson House/215.BV21,,,,Benson House,FCU115,215,Generic Alarm,OFF,,
//Benson House/215.BV210,,,,Benson House,FCU115,215,ECO Start Enabled,OFF,,
//Benson House/215.BV211,,,,Benson House,FCU115,215,ECO Start Triggered,OFF,,
//Benson House/215.BV22,,,,Benson House,FCU115,215,Filter Alarm,OFF,,
//Benson House/215.BV23,,,,Benson House,FCU115,215,Condensate Alarm,OFF,,
//Benson House/215.BV236,,,,Benson House,FCU115,215,Get Run Status from Master FCU,OFF,,
//Benson House/215.BV237,,,,Benson House,FCU115,215,Get Control Temperature from Master FCU,OFF,,
//Benson House/215.BV238,,,,Benson House,FCU115,215,Get Occupancy from Master FCU,OFF,,
//Benson House/215.BV239,,,,Benson House,FCU115,215,Get Setpoint from Master FCU,OFF,,
//Benson House/215.BV24,,,,Benson House,FCU115,215,Fan Failure Alarm,OFF,,
//Benson House/215.BV25,,,,Benson House,FCU115,215,Sensor Failure Alarm,OFF,,
//Benson House/215.BV26,,,,Benson House,FCU115,215,Heating Alarm,OFF,,
//Benson House/215.BV27,,,,Benson House,FCU115,215,Cooling Alarm,OFF,,
